1	55.9082
2	48.7369
3	46.5683
4	43.9607
5	44.629
6	48.0018
7	47.8642
8	47.6412
9	50.1162
10	48.907
11	45.3368
12	46.7574
13	47.0124
14	46.2862
15	50.9869
16	44.1264
17	45.504
18	44.8139
19	44.6491
20	43.3254
21	46.5843
22	44.2189
23	49.5239
24	46.8272
25	47.9794
26	47.2135
27	48.9278
28	47.164
29	49.2428
30	47.3894
